Product Id, Product Name, Country, Network Name, Supplier Acc Id, Supplier Acc Name, MCC, MNC, Priority, Routing Criteria, Connectivity, Cost (USD), Prod Price (USD),
PRD013,Mx-Preferred-Enterprise,HUNGARY,LGI MOBILE UPC,30040-6,BEEPSEND-MT-SMPP-DIRECT,216,71,1,MANUAL,SMPP,0.0552,0.0683,0.0131
PRD013,Mx-Preferred-Enterprise,HUNGARY,VODAFONE HUNGARY,35319-1,INFOBIP-MT-SMPP-DIRECT,216,70,6,MANUAL,SMPP,0.0681,0.0683,
PRD013,Mx-Preferred-Enterprise,HUNGARY,VODAFONE HUNGARY,35076-1,TELINTEL-MT-SMPP-GOLD,216,70,3,MANUAL,SMPP,0.017,0.0683,
PRD013,Mx-Preferred-Enterprise,HUNGARY,VODAFONE HUNGARY,34904-2,CMINTER-NL-MT-SMPP-DIRECT,216,70,5,MANUAL,SMPP,0.0601,0.0683,
PRD013,Mx-Preferred-Enterprise,HUNGARY,VODAFONE HUNGARY,31944-1,SILVER-MT-SMPP,216,70,1,MANUAL,SMPP,0.0503,0.0683,0.018
PRD013,Mx-Preferred-Enterprise,HUNGARY,VODAFONE HUNGARY,30040-8,BEEPSEND-MT-SMPP-HQ,216,70,7,MANUAL,SMPP,0.0589,0.0683,
PRD013,Mx-Preferred-Enterprise,HUNGARY,VODAFONE HUNGARY,30040-6,BEEPSEND-MT-SMPP-DIRECT,216,70,4,MANUAL,SMPP,0.0552,0.0683,
PRD013,Mx-Preferred-Enterprise,HUNGARY,VODAFONE HUNGARY,26784-1,VDFMALTA-MT-SMPP,216,70,2,MANUAL,SMPP,0.065,0.0683,
PRD013,Mx-Preferred-Enterprise,HUNGARY,VODAFONE HUNGARY,24338-2,TYNTEC-MT-SMPP-DIRECT,216,70,8,MANUAL,SMPP,0.0793,0.0683,
"PRD""01""3",Mx-Preferred-Enterprise,HUNGARY,PANNON,704-2,TGS-MT-SMPP,216,1,2,MANUAL,SMPP,0.0561,0.0683,
"PRD""01""3",Mx-Preferred-Enterprise,HUNGARY,PANNON,35319-1,INFOBIP-MT-SMPP-DIRECT,216,1,1,MANUAL,SMPP,0.0699,0.0683,-0.0016
"PRD""01""3",Mx-Preferred-Enterprise,HUNGARY,PANNON,35076-1,TELINTEL-MT-SMPP-GOLD,216,1,3,MANUAL,SMPP,0.017,0.0683,
"PRD""01""3",Mx-Preferred-Enterprise,HUNGARY,PANNON,34904-2,CMINTER-NL-MT-SMPP-DIRECT,216,1,4,MANUAL,SMPP,0.0687,0.0683,
"PRD""01""3",Mx-Preferred-Enterprise,HUNGARY,PANNON,30040-8,BEEPSEND-MT-SMPP-HQ,216,1,6,MANUAL,SMPP,0.0638,0.0683,
"PRD""01""3",Mx-Preferred-Enterprise,HUNGARY,PANNON,30040-6,BEEPSEND-MT-SMPP-DIRECT,216,1,5,MANUAL,SMPP,0.0515,0.0683,
"PRD""01""3",Mx-Preferred-Enterprise,HUNGARY,PANNON,24338-2,TYNTEC-MT-SMPP-DIRECT,216,1,7,MANUAL,SMPP,0.0793,0.0683,
PRD013,Mx-Preferred-Enterprise,HUNGARY,T-MOBILE HUNGARY,35319-1,INFOBIP-MT-SMPP-DIRECT,216,30,3,MANUAL,SMPP,0.0429,0.0683,
PRD013,Mx-Preferred-Enterprise,HUNGARY,T-MOBILE HUNGARY,35209-1,GMSU-MT-SMPP-A2P,216,30,1,MANUAL,SMPP,0.0281,0.0683,0.0402
PRD013,Mx-Preferred-Enterprise,HUNGARY,T-MOBILE HUNGARY,35076-1,TELINTEL-MT-SMPP-GOLD,216,30,5,MANUAL,SMPP,0.017,0.0683,
PRD013,Mx-Preferred-Enterprise,HUNGARY,T-MOBILE HUNGARY,34904-2,CMINTER-NL-MT-SMPP-DIRECT,216,30,6,MANUAL,SMPP,0.0491,0.0683,
PRD013,Mx-Preferred-Enterprise,HUNGARY,T-MOBILE HUNGARY,31944-1,SILVER-MT-SMPP,216,30,2,MANUAL,SMPP,0.0337,0.0683,
PRD013,Mx-Preferred-Enterprise,HUNGARY,T-MOBILE HUNGARY,30234-2,CLX-MT-SMPP-GW6,216,30,10,MANUAL,SMPP,0.0675,0.0683,
PRD013,Mx-Preferred-Enterprise,HUNGARY,T-MOBILE HUNGARY,30040-8,BEEPSEND-MT-SMPP-HQ,216,30,8,MANUAL,SMPP,0.0638,0.0683,
PRD013,Mx-Preferred-Enterprise,HUNGARY,T-MOBILE HUNGARY,30040-6,BEEPSEND-MT-SMPP-DIRECT,216,30,4,MANUAL,SMPP,0.0515,0.0683,
PRD013,Mx-Preferred-Enterprise,HUNGARY,T-MOBILE HUNGARY,25960-2,DEUTSCHE-DE-MT-SMPP2,216,30,7,MANUAL,SMPP,0.0503,0.0683,
PRD013,Mx-Preferred-Enterprise,HUNGARY,T-MOBILE HUNGARY,24338-2,TYNTEC-MT-SMPP-DIRECT,216,30,9,MANUAL,SMPP,0.0697,0.0683,
PRD013,Mx-Preferred-Enterprise,HONG KONG,HONG KONG- DEFAULT,16602-5,CITIC-MT-SMPP-PREMIUM,454,994,1,RATE,SMPP,0.04,0.0702,0.0302
PRD013,Mx-Preferred-Enterprise,HONG KONG,CHINA TELECOM GLOBAL,34900-2,TELEKOMUNIKASI-MT-SMPP,454,31,2,RATE,SMPP,0.041,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,CHINA TELECOM GLOBAL,16602-5,CITIC-MT-SMPP-PREMIUM,454,31,1,RATE,SMPP,0.04,0.0702,0.0302
PRD013,Mx-Preferred-Enterprise,HONG KONG,CHINA UNICOM HONG KONG,36521-1,REACHDATA-MT-SMPP,454,7,5,MANUAL,SMPP,0.0356,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,CHINA UNICOM HONG KONG,35319-1,INFOBIP-MT-SMPP-DIRECT,454,7,8,MANUAL,SMPP,0.0515,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,CHINA UNICOM HONG KONG,34900-2,TELEKOMUNIKASI-MT-SMPP,454,7,4,MANUAL,SMPP,0.04,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,CHINA UNICOM HONG KONG,34899-1,SMSPROV-MT-SMPP,454,7,2,MANUAL,SMPP,0.0098,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,CHINA UNICOM HONG KONG,30234-2,CLX-MT-SMPP-GW6,454,7,6,MANUAL,SMPP,0.0442,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,CHINA UNICOM HONG KONG,30040-6,BEEPSEND-MT-SMPP-DIRECT,454,7,7,MANUAL,SMPP,0.0515,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,CHINA UNICOM HONG KONG,24461-1,M800-MT-SMPP,454,7,3,MANUAL,SMPP,0.025,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,CHINA UNICOM HONG KONG,16602-5,CITIC-MT-SMPP-PREMIUM,454,7,1,MANUAL,SMPP,0.04,0.0702,0.0302
PRD013,Mx-Preferred-Enterprise,HONG KONG,TELIN HONG KONG,30040-6,BEEPSEND-MT-SMPP-DIRECT,454,44,2,RATE,SMPP,0.0515,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,TELIN HONG KONG,16602-5,CITIC-MT-SMPP-PREMIUM,454,44,1,RATE,SMPP,0.04,0.0702,0.0302
PRD013,Mx-Preferred-Enterprise,HONG KONG,HUTCHISON3G HONG KONG,36521-1,REACHDATA-MT-SMPP,454,"03, 05, 14, 23",3,MANUAL,SMPP,0.0356,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,HUTCHISON3G HONG KONG,35319-1,INFOBIP-MT-SMPP-DIRECT,454,"03, 05, 14, 23",12,MANUAL,SMPP,0.0417,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,HUTCHISON3G HONG KONG,35076-1,TELINTEL-MT-SMPP-GOLD,454,"03, 05, 14, 23",11,MANUAL,SMPP,0.0155,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,HUTCHISON3G HONG KONG,34900-2,TELEKOMUNIKASI-MT-SMPP,454,"03, 05, 14, 23",4,MANUAL,SMPP,0.043,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,HUTCHISON3G HONG KONG,31944-1,SILVER-MT-SMPP,454,"03, 05, 14, 23",5,MANUAL,SMPP,0.0577,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,HUTCHISON3G HONG KONG,30234-2,CLX-MT-SMPP-GW6,454,"03, 05, 14, 23",10,MANUAL,SMPP,0.0552,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,HUTCHISON3G HONG KONG,30040-6,BEEPSEND-MT-SMPP-DIRECT,454,"03, 05, 14, 23",7,MANUAL,SMPP,0.0515,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,HUTCHISON3G HONG KONG,29923-1,NEXMO-MT-SMPP,454,"03, 05, 14, 23",8,MANUAL,SMPP,0.0294,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,HUTCHISON3G HONG KONG,24461-1,M800-MT-SMPP,454,"03, 05, 14, 23",6,MANUAL,SMPP,0.025,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,HUTCHISON3G HONG KONG,24338-2,TYNTEC-MT-SMPP-DIRECT,454,"03, 05, 14, 23",9,MANUAL,SMPP,0.0554,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,HUTCHISON3G HONG KONG,16602-5,CITIC-MT-SMPP-PREMIUM,454,"03, 05, 14, 23",1,MANUAL,SMPP,0.04,0.0702,0.0302
PRD013,Mx-Preferred-Enterprise,HONG KONG,HUTCHISON3G HONG KONG,10245-1,HGC-HK-MT-SMPP,454,"03, 05, 14, 23",2,MANUAL,SMPP,0.0384,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,CITIC TELECOM,36521-1,REACHDATA-MT-SMPP,454,999,2,MANUAL,SMPP,0.0356,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,CITIC TELECOM,30040-6,BEEPSEND-MT-SMPP-DIRECT,454,999,3,MANUAL,SMPP,0.0515,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,CITIC TELECOM,16602-5,CITIC-MT-SMPP-PREMIUM,454,999,1,MANUAL,SMPP,0.04,0.0702,0.0302
PRD013,Mx-Preferred-Enterprise,HONG KONG,PEOPLES TELEPHONE,36521-1,REACHDATA-MT-SMPP,454,"12, 13, 28",12,MANUAL,SMPP,0.0356,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,PEOPLES TELEPHONE,35319-1,INFOBIP-MT-SMPP-DIRECT,454,"12, 13, 28",7,MANUAL,SMPP,0.0515,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,PEOPLES TELEPHONE,35076-1,TELINTEL-MT-SMPP-GOLD,454,"12, 13, 28",4,MANUAL,SMPP,0.0155,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,PEOPLES TELEPHONE,34900-2,TELEKOMUNIKASI-MT-SMPP,454,"12, 13, 28",11,MANUAL,SMPP,0.042,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,PEOPLES TELEPHONE,31944-1,SILVER-MT-SMPP,454,"12, 13, 28",10,MANUAL,SMPP,0.0429,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,PEOPLES TELEPHONE,30040-8,BEEPSEND-MT-SMPP-HQ,454,"12, 13, 28",8,MANUAL,SMPP,0.0184,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,PEOPLES TELEPHONE,30040-6,BEEPSEND-MT-SMPP-DIRECT,454,"12, 13, 28",6,MANUAL,SMPP,0.0515,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,PEOPLES TELEPHONE,29923-4,NEXMO-MT-SMPP-HQ,454,"12, 13, 28",2,MANUAL,SMPP,0.0552,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,PEOPLES TELEPHONE,24461-1,M800-MT-SMPP,454,"12, 13, 28",5,MANUAL,SMPP,0.025,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,PEOPLES TELEPHONE,24338-2,TYNTEC-MT-SMPP-DIRECT,454,"12, 13, 28",9,MANUAL,SMPP,0.0516,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,PEOPLES TELEPHONE,21048-1,HKT-MT-SMPP,454,"12, 13, 28",3,MANUAL,SMPP,0.06,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,PEOPLES TELEPHONE,16602-5,CITIC-MT-SMPP-PREMIUM,454,"12, 13, 28",1,MANUAL,SMPP,0.04,0.0702,0.0302
PRD013,Mx-Preferred-Enterprise,HONG KONG,PCCW HONG KONG TELECOMMUNICATIONS,36521-1,REACHDATA-MT-SMPP,454,"16, 19",10,MANUAL,SMPP,0.0356,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,PCCW HONG KONG TELECOMMUNICATIONS,35319-1,INFOBIP-MT-SMPP-DIRECT,454,"16, 19",6,MANUAL,SMPP,0.0515,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,PCCW HONG KONG TELECOMMUNICATIONS,35076-1,TELINTEL-MT-SMPP-GOLD,454,"16, 19",3,MANUAL,SMPP,0.0155,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,PCCW HONG KONG TELECOMMUNICATIONS,34900-2,TELEKOMUNIKASI-MT-SMPP,454,"16, 19",11,MANUAL,SMPP,0.043,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,PCCW HONG KONG TELECOMMUNICATIONS,30040-8,BEEPSEND-MT-SMPP-HQ,454,"16, 19",9,MANUAL,SMPP,0.0478,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,PCCW HONG KONG TELECOMMUNICATIONS,30040-6,BEEPSEND-MT-SMPP-DIRECT,454,"16, 19",5,MANUAL,SMPP,0.0515,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,PCCW HONG KONG TELECOMMUNICATIONS,24461-1,M800-MT-SMPP,454,"16, 19",4,MANUAL,SMPP,0.025,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,PCCW HONG KONG TELECOMMUNICATIONS,24338-2,TYNTEC-MT-SMPP-DIRECT,454,"16, 19",8,MANUAL,SMPP,0.0468,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,PCCW HONG KONG TELECOMMUNICATIONS,21048-1,HKT-MT-SMPP,454,"16, 19",2,MANUAL,SMPP,0.06,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,PCCW HONG KONG TELECOMMUNICATIONS,18962-1,CALLTRADE-MT-SMPP,454,"16, 19",7,MANUAL,SMPP,0.0141,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,PCCW HONG KONG TELECOMMUNICATIONS,16602-5,CITIC-MT-SMPP-PREMIUM,454,"16, 19",1,MANUAL,SMPP,0.04,0.0702,0.0302
PRD013,Mx-Preferred-Enterprise,HONG KONG,HUTCHISON TELECOM,36521-1,REACHDATA-MT-SMPP,454,4,8,MANUAL,SMPP,0.0356,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,HUTCHISON TELECOM,35076-1,TELINTEL-MT-SMPP-GOLD,454,4,2,MANUAL,SMPP,0.0155,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,HUTCHISON TELECOM,34900-2,TELEKOMUNIKASI-MT-SMPP,454,4,7,MANUAL,SMPP,0.043,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,HUTCHISON TELECOM,30234-2,CLX-MT-SMPP-GW6,454,4,6,MANUAL,SMPP,0.0429,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,HUTCHISON TELECOM,"30""04""0-6",BEEPSEND-MT-SMPP-DIRECT,454,4,3,MANUAL,SMPP,0.0515,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,HUTCHISON TELECOM,29923-1,NEXMO-MT-SMPP,454,4,4,MANUAL,SMPP,0.0294,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,HUTCHISON TELECOM,24461-1,M800-MT-SMPP,454,4,9,MANUAL,SMPP,0.025,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,HUTCHISON TELECOM,24338-2,TYNTEC-MT-SMPP-DIRECT,454,4,5,MANUAL,SMPP,0.0554,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,HUTCHISON TELECOM,16602-5,CITIC-MT-SMPP-PREMIUM,454,4,1,MANUAL,SMPP,0.04,0.0702,0.0302
PRD013,Mx-Preferred-Enterprise,HONG KONG,SMARTONE,35319-1,INFOBIP-MT-SMPP-DIRECT,454,"06, 15, 17",2,MANUAL,SMPP,0.0337,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,SMARTONE,35076-1,TELINTEL-MT-SMPP-GOLD,454,"06, 15, 17",5,MANUAL,SMPP,0.0155,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,SMARTONE,34900-2,TELEKOMUNIKASI-MT-SMPP,454,"06, 15, 17",11,MANUAL,SMPP,0.042,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,SMARTONE,31944-1,SILVER-MT-SMPP,454,"06, 15, 17",3,MANUAL,SMPP,0.0417,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,SMARTONE,30234-2,CLX-MT-SMPP-GW6,454,"06, 15, 17",9,MANUAL,SMPP,0.0356,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,SMARTONE,30040-8,BEEPSEND-MT-SMPP-HQ,454,"06, 15, 17",7,MANUAL,SMPP,0.0552,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,SMARTONE,30040-6,BEEPSEND-MT-SMPP-DIRECT,454,"06, 15, 17",4,MANUAL,SMPP,0.0607,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,SMARTONE,24461-1,M800-MT-SMPP,454,"06, 15, 17",6,MANUAL,SMPP,0.025,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,SMARTONE,24338-2,TYNTEC-MT-SMPP-DIRECT,454,"06, 15, 17",8,MANUAL,SMPP,0.0415,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,SMARTONE,21048-1,HKT-MT-SMPP,454,"06, 15, 17",10,MANUAL,SMPP,0.06,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,SMARTONE,16602-5,CITIC-MT-SMPP-PREMIUM,454,"06, 15, 17",12,MANUAL,SMPP,0.04,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,SMARTONE,11602-1,SMARTONE-MT-SS7,454,"06, 15, 17",1,MANUAL,SS7,0.03,0.0702,0.0402
PRD013,Mx-Preferred-Enterprise,HONG KONG,HONG KONG CSL,36521-1,REACHDATA-MT-SMPP,454,"00, 02, 10, 18",11,MANUAL,SMPP,0.0356,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,HONG KONG CSL,35319-1,INFOBIP-MT-SMPP-DIRECT,454,"00, 02, 10, 18",5,MANUAL,SMPP,0.0417,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,HONG KONG CSL,35076-1,TELINTEL-MT-SMPP-GOLD,454,"00, 02, 10, 18",9,MANUAL,SMPP,0.0155,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,HONG KONG CSL,34900-2,TELEKOMUNIKASI-MT-SMPP,454,"00, 02, 10, 18",10,MANUAL,SMPP,0.043,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,HONG KONG CSL,31944-1,SILVER-MT-SMPP,454,"00, 02, 10, 18",3,MANUAL,SMPP,0.0417,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,HONG KONG CSL,30234-2,CLX-MT-SMPP-GW6,454,"00, 02, 10, 18",8,MANUAL,SMPP,0.038,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,HONG KONG CSL,30040-8,BEEPSEND-MT-SMPP-HQ,454,"00, 02, 10, 18",6,MANUAL,SMPP,0.0417,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,HONG KONG CSL,30040-6,BEEPSEND-MT-SMPP-DIRECT,454,"00, 02, 10, 18",12,MANUAL,SMPP,0.0515,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,HONG KONG CSL,24461-1,M800-MT-SMPP,454,"00, 02, 10, 18",4,MANUAL,SMPP,0.025,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,HONG KONG CSL,24338-2,TYNTEC-MT-SMPP-DIRECT,454,"00, 02, 10, 18",7,MANUAL,SMPP,0.0554,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,HONG KONG CSL,21048-1,HKT-MT-SMPP,454,"00, 02, 10, 18",2,MANUAL,SMPP,0.06,0.0702,
PRD013,Mx-Preferred-Enterprise,HONG KONG,HONG KONG CSL,16602-5,CITIC-MT-SMPP-PREMIUM,454,"00, 02, 10, 18",1,MANUAL,SMPP,0.04,0.0702,0.0302
PRD013,Mx-Preferred-Enterprise,HONDURAS,CLARO HONDURAS,35783-2,VENTATEL-CY-MT-SMPP-DIRECT,708,40,1,MANUAL,SMPP,0.0245,0.053,0.0285
PRD013,Mx-Preferred-Enterprise,HONDURAS,CLARO HONDURAS,24338-2,TYNTEC-MT-SMPP-DIRECT,708,40,2,MANUAL,SMPP,0.0554,0.053,
PRD013,Mx-Preferred-Enterprise,HONDURAS,TELEFONICA CELULAR CELTEL,36901-1,APHEX-MT-SMPP,708,2,2,MANUAL,SMPP,0.0295,0.053,
PRD013,Mx-Preferred-Enterprise,HONDURAS,TELEFONICA CELULAR CELTEL,35783-2,VENTATEL-CY-MT-SMPP-DIRECT,708,2,5,MANUAL,SMPP,0.0301,0.053,
PRD013,Mx-Preferred-Enterprise,HONDURAS,TELEFONICA CELULAR CELTEL,35076-1,TELINTEL-MT-SMPP-GOLD,708,2,4,MANUAL,SMPP,0.015,0.053,
PRD013,Mx-Preferred-Enterprise,HONDURAS,TELEFONICA CELULAR CELTEL,24338-2,TYNTEC-MT-SMPP-DIRECT,708,2,3,MANUAL,SMPP,0.0125,0.053,
PRD013,Mx-Preferred-Enterprise,HONDURAS,TELEFONICA CELULAR CELTEL,"13""02""5-1",ORBITEL-CO-MT-SMPP,708,2,1,MANUAL,SMPP,0.025,0.053,0.028
PRD013,Mx-Preferred-Enterprise,HONDURAS,CLARO SERCOM,36901-1,APHEX-MT-SMPP,708,"001, 01",5,MANUAL,SMPP,0.0295,0.053,
PRD013,Mx-Preferred-Enterprise,HONDURAS,CLARO SERCOM,35783-2,VENTATEL-CY-MT-SMPP-DIRECT,708,"001, 01",4,MANUAL,SMPP,0.0245,0.053,
PRD013,Mx-Preferred-Enterprise,HONDURAS,CLARO SERCOM,35319-1,INFOBIP-MT-SMPP-DIRECT,708,"001, 01",2,MANUAL,SMPP,0.0282,0.053,
PRD013,Mx-Preferred-Enterprise,HONDURAS,CLARO SERCOM,35076-1,TELINTEL-MT-SMPP-GOLD,708,"001, 01",1,MANUAL,SMPP,0.015,0.053,0.038
PRD013,Mx-Preferred-Enterprise,HONDURAS,CLARO SERCOM,24338-2,TYNTEC-MT-SMPP-DIRECT,708,"001, 01",3,MANUAL,SMPP,0.0554,0.053,
PRD013,Mx-Preferred-Enterprise,HAITI,DIGICEL HAITI1,17425-2,DIGICEL-MT-SMPP,338,985,1,MANUAL,SMPP,0.025,--,#VALUE!
PRD013,Mx-Preferred-Enterprise,HAITI,DIGICEL HAITI1,17425-1,DIGICEL-MT-SS7,338,985,2,MANUAL,SS7,0.025,0.0463,
PRD013,Mx-Preferred-Enterprise,HAITI,NATCOM HAITI,35319-1,INFOBIP-MT-SMPP-DIRECT,372,"03, 30",2,MANUAL,SMPP,0.0405,0.0463,
PRD013,Mx-Preferred-Enterprise,HAITI,NATCOM HAITI,35076-1,TELINTEL-MT-SMPP-GOLD,372,"03, 30",1,MANUAL,SMPP,0.0392,0.0463,0.0071
PRD013,Mx-Preferred-Enterprise,HAITI,DIGICEL HAITI,35319-1,INFOBIP-MT-SMPP-DIRECT,372,"01, 02, 50",5,MANUAL,SMPP,0.0356,0.0463,
PRD013,Mx-Preferred-Enterprise,HAITI,DIGICEL HAITI,35077-1,MITTO-MT-SMPP,372,"01, 02, 50",4,MANUAL,SMPP,0.0095,0.0463,
PRD013,Mx-Preferred-Enterprise,HAITI,DIGICEL HAITI,35076-1,TELINTEL-MT-SMPP-GOLD,372,"01, 02, 50",3,MANUAL,SMPP,0.0317,0.0463,
PRD013,Mx-Preferred-Enterprise,HAITI,DIGICEL HAITI,24338-2,TYNTEC-MT-SMPP-DIRECT,372,"01, 02, 50",6,MANUAL,SMPP,0.031,0.0463,
PRD013,Mx-Preferred-Enterprise,HAITI,DIGICEL HAITI,17425-2,DIGICEL-MT-SMPP,372,"01, 02, 50",1,MANUAL,SMPP,0.025,--,#VALUE!
PRD013,Mx-Preferred-Enterprise,HAITI,DIGICEL HAITI,17425-1,DIGICEL-MT-SS7,372,"01, 02, 50",2,MANUAL,SS7,0.025,0.0463,
"PRD""01""3",Mx-Preferred-Enterprise,GUYANA,DIGICEL GUYANA,35319-1,INFOBIP-MT-SMPP-DIRECT,738,1,4,MANUAL,SMPP,0.0356,0.0413,
"PRD""01""3",Mx-Preferred-Enterprise,GUYANA,DIGICEL GUYANA,35076-1,TELINTEL-MT-SMPP-GOLD,738,1,3,MANUAL,SMPP,0.006,0.0413,
"PRD""01""3",Mx-Preferred-Enterprise,GUYANA,DIGICEL GUYANA,24338-2,TYNTEC-MT-SMPP-DIRECT,738,1,5,MANUAL,SMPP,0.031,0.0413,
"PRD""01""3",Mx-Preferred-Enterprise,GUYANA,DIGICEL GUYANA,17425-2,DIGICEL-MT-SMPP,738,1,1,MANUAL,SMPP,0.025,--,#VALUE!
"PRD""01""3",Mx-Preferred-Enterprise,GUYANA,DIGICEL GUYANA,17425-1,DIGICEL-MT-SS7,738,1,2,MANUAL,SS7,0.025,0.0413,
PRD013,Mx-Preferred-Enterprise,GUYANA,GUYANA TELEPHONE TELEGRAPH,24338-2,TYNTEC-MT-SMPP-DIRECT,738,"002, 02",1,RATE,SMPP,0.0554,0.0413,-0.0141
PRD013,Mx-Preferred-Enterprise,GUINEA-BISSAU,ORANGE BISSAU,35076-1,TELINTEL-MT-SMPP-GOLD,632,3,1,MANUAL,SMPP,0.0072,0.1135,0.1063
PRD013,Mx-Preferred-Enterprise,GUINEA-BISSAU,ORANGE BISSAU,24338-2,TYNTEC-MT-SMPP-DIRECT,632,3,2,MANUAL,SMPP,0.0125,0.1135,
PRD013,Mx-Preferred-Enterprise,GUINEA-BISSAU,SPACETEL GUINEA BISSAU,35076-1,TELINTEL-MT-SMPP-GOLD,632,2,3,MANUAL,SMPP,0.0068,0.1135,
PRD013,Mx-Preferred-Enterprise,GUINEA-BISSAU,SPACETEL GUINEA BISSAU,24338-2,TYNTEC-MT-SMPP-DIRECT,632,2,2,MANUAL,SMPP,0.0554,0.1135,
PRD013,Mx-Preferred-Enterprise,GUINEA-BISSAU,SPACETEL GUINEA BISSAU,125-1,BICS-MT-SMPP,632,2,1,MANUAL,SMPP,0.0528,--,#VALUE!
PRD013,Mx-Preferred-Enterprise,GUINEA,CELLCOM TELECOMMUNICATIONS,35077-1,MITTO-MT-SMPP,611,5,3,MANUAL,SMPP,0.003,0.0708,
PRD013,Mx-Preferred-Enterprise,GUINEA,CELLCOM TELECOMMUNICATIONS,35076-1,TELINTEL-MT-SMPP-GOLD,611,5,1,MANUAL,SMPP,0.006,0.0708,0.0648
